396,396,11034,1558,4091,8560,398
397,397,7529,10846,402,400,2099
398,398,8560,2479,1541,1558,8352
399,399,401,2099,400,8378,402
400,400,402,2099,10846,7529,397
401,401,399,2099,400,402,8378
402,402,400,10846,2099,7529,397
403,403,571,1499,658,1742,3582
404,404,10180,405,10807,7791,4267
405,405,10807,404,4267,290,409
406,406,3268,4669,4928,3625,1838
407,407,4207,8246,5042,5643,1831
408,408,409,6005,290,1304,7707
409,409,290,408,4267,6005,1304
410,410,1475,6512,2550,566,4796
411,411,5490,5462,7311,5908,856
412,412,6729,9262,6329,7963,3190
413,413,7904,8049,1853,3247,3299
414,414,3470,9560,9696,7549,8127
415,415,2188,9532,9497,74,4759
416,416,450,3681,3070,458,6603
417,417,2024,6425,4074,3813,43
418,418,8415,4341,2913,3418,2828
419,419,2882,4544,9773,1192,1952
420,420,8447,1695,26,5120,3752
421,421,9094,390,825,4816,1376
422,422,2012,1555,1605,1792,1025
423,423,3102,5981,1750,10840,1413
424,424,1232,10879,1122,9973,6613
425,425,4136,1674,8805,7653,6764
426,426,4640,10615,4314,2036,2415
427,427,2696,428,4183,2946,7948
428,428,427,2696,7948,5924,2946
429,429,6108,1256,3892,10077,9027
430,430,3843,491,3585,10393,2860
431,431,6635,6428,4612,6379,5600
432,432,9237,2545,512,9799,9170
433,433,545,3188,480,813,120
434,434,8308,6405,963,3167,6622
435,435,8220,437,458,3070,3550
436,436,6957,894,2908,4197,10524
437,437,435,8220,3550,458,3070
438,438,8649,5107,5081,1318,9319
439,439,5603,2699,10004,9327,3095
440,440,261,4819,10163,6625,1741
441,4276,10638,9268,441,3351,10257
442,442,8891,564,9131,3012,7833
443,443,1257,7087,10332,4068,8827
444,444,5246,10686,6299,3259,7602
445,445,6907,9960,5693,2570,4512
446,446,9474,3682,7474,7610,9428
447,447,8966,8295,3705,2783,8007
448,448,3358,2703,2412,9250,10445
449,449,7896,8494,7221,7065,6909
450,450,416,3070,458,3681,435
451,451,6984,493,5070,3956,10942
452,452,3911,942,7749,489,10639
453,453,6234,7988,7005,5241,2465
454,4847,5539,454,8281,10412,3975
455,455,8546,8689,7932,2133,3364
456,456,1992,3728,9832,9699,10098
457,457,10690,1747,3041,5750,729
458,458,3070,450,416,435,8220
459,459,2344,5947,1070,8412,639
460,460,3550,437,435,8220,458
461,461,8848,5472,1148,3826,6190
462,462,6192,4313,2404,7626,5060
463,9264,463,9208,102,8742,1624
464,464,465,3678,6603,3681,416
465,465,3678,464,6603,3681,416
466,466,1667,505,8211,7849,1892
467,467,8100,5225,7994,5475,5197
468,468,6421,10129,9392,6792,7999
469,469,9102,4876,1453,4891,5369
470,470,5733,120,4758,9495,813
471,471,8376,10842,7074,179,4571
472,472,6013,3389,1249,6920,5650
473,473,1351,5541,3902,1203,7498
474,474,7588,7752,1576,3886,10420
475,475,978,1949,10112,6472,5300
476,476,6985,6776,3410,1540,9566
477,477,11044,755,10936,10319,5134
478,478,9288,6435,801,10688,4732
479,479,8265,7101,11102,5672,1461
480,480,3188,813,120,4758,545
481,481,4919,1981,6916,7044,4622
482,482,2410,3202,8244,644,2202
483,483,3953,1127,6128,4158,9859
484,484,3760,4321,1701,9796,7753
485,485,1374,3883,7127,1093,4522
486,486,10793,945,6258,5702,2348
487,487,356,6083,3499,3897,1621
488,488,1621,8886,3897,6079,3499
489,489,942,452,5320,3911,6596
490,490,1179,6892,8537,3603,196
491,491,3843,430,2860,10393,3585
492,492,969,4396,4229,1424,5104
493,493,6984,451,3707,4584,8147
494,494,10392,10785,7509,8780,2385
495,495,4329,1513,7837,9406,9695
496,496,3454,5771,4632,5448,8194
497,497,947,5112,6788,9408,1525
498,498,9271,7567,9748,3240,263
499,499,5565,10809,1101,2366,8610
500,500,6311,3915,9745,7479,45
501,501,1897,5525,9370,4458,3159
502,502,9800,5458,6384,1334,8793
503,503,9345,506,3356,960,624
504,504,7743,7706,4393,8192,3497
505,505,8211,1667,466,7849,1892
506,506,9345,503,3356,960,624
507,507,5569,5203,4651,9825,6630
508,3123,554,508,3569,1535,10498
509,509,10450,1362,5682,10922,92
510,510,9414,6642,1696,3798,3952
511,511,2259,4219,2873,3137,4496
512,512,432,9799,9237,2545,9170
513,513,7971,3852,3905,8650,4399
514,514,898,9697,1467,566,4796
515,515,4591,192,4310,6178,172
516,516,4147,1627,1021,59,10553
517,517,4542,3819,5274,5056,5280
518,518,10353,6997,10827,9948,4005
519,519,4945,5103,9018,859,5240
520,520,10841,9291,4966,2995,2867
521,521,10788,4854,5340,11109,1022
522,522,9890,7700,10312,10503,6983
523,523,3484,3485,6058,355,4230
524,524,8740,1356,970,5501,11072
525,4746,525,4744,7100,10508,10504
526,526,10862,6094,7108,10306,1046
527,527,9683,2986,11101,11069,11074
528,528,10963,8348,8655,9195,7635
529,529,7675,6674,7635,4725,2280
530,530,5401,6545,1788,6967,1884
531,531,4614,10060,800,3328,10845
532,532,4274,9023,3213,2147,782
533,533,837,6758,7713,2506,2280
534,534,9032,2538,37,10576,1869
535,535,3558,1134,7157,5864,4593
536,861,536,10493,55,6556,8156
537,537,10958,8524,5124,10418,9836
538,538,9640,6342,146,256,6081
539,539,115,8070,4175,2435,2818
540,540,7681,8137,5451,1839,3625
541,541,6665,4031,9620,10349,9366
542,542,9616,1822,3531,6281,5521
543,543,2314,4877,5004,7995,1410
544,544,7799,7200,926,6279,9465
545,545,433,3188,480,813,120
546,546,7639,4000,9517,4212,110
547,547,6954,7053,8015,3824,6260
548,548,8422,44,5121,2763,9105
549,7214,549,87,8847,9357,347
550,7045,550,3506,6394,7080,4227
551,551,9015,9444,3071,9079,5348
552,9943,552,689,9119,3797,9209
553,553,9301,6884,4778,2450,7279
554,3123,554,508,3569,1535,10498
555,555,10654,3206,2115,11077,8149
556,556,10988,9083,7959,9293,6328
557,557,5152,7511,8692,6838,8807
558,558,3371,104,5365,10141,3516
559,559,9246,3543,4892,1045,9144
560,560,6549,4893,1044,8037,363
561,561,4675,733,5665,1510,6989
562,562,1417,5261,8540,1590,9074
563,563,8863,4295,10232,9932,6912
564,564,442,8891,9131,7833,8058
565,565,5008,3980,4644,6190,1148
566,566,4796,9697,6512,792,354
567,567,5919,3178,4004,202,6753
568,568,323,10372,374,267,1572
569,569,7178,1384,151,9503,4571
570,570,4574,5599,2714,10028,7924
571,571,658,403,1499,3582,1742
572,572,6476,8623,10245,5504,10082
573,573,6518,9269,2438,8953,6939
574,574,361,2127,1420,3585,889
575,575,2391,7369,6192,7014,462
576,576,2802,1884,6967,9114,6545
577,577,1975,9691,10811,717,833
578,578,10679,6802,10415,8686,9970
579,579,5221,9627,11081,3530,7727
580,580,2656,9774,4174,10568,582
581,581,3770,3018,1295,4469,6363
582,582,4174,9774,3182,580,2656
583,583,9659,7026,3861,10413,8913
584,584,4593,7157,1134,3558,535
585,585,4076,7678,1653,5082,3637
586,586,10562,1543,3403,7210,8325
587,587,4148,1553,4929,2551,9595
588,588,2315,5450,1442,5914,4409
589,589,341,6193,8082,3570,4983
590,590,6007,7084,2241,7386,5065
591,591,2764,1069,299,6422,10700
592,592,2803,4907,4338,7655,10337
593,593,7508,6845,8408,3398,9455
594,594,1311,10049,2044,9480,2503
595,595,2759,1793,8684,1063,2097
596,596,9575,7189,1511,6416,3571
597,597,2325,612,8079,3618,9403
598,598,1106,27,9769,4445,6773
599,9478,599,7261,5608,851,5690
600,600,5781,6119,10448,2968,4217
601,601,5018,5145,9024,3646,2676
602,602,10860,2405,3432,4345,4619
603,603,10195,2084,9994,5112,8962
604,604,1325,2487,8224,3851,1943
605,605,8233,6391,2037,4786,10134
606,606,8280,7584,7362,5290,258
607,607,4590,10301,1360,10227,5244
608,608,2137,10228,3950,5460,9471
609,609,679,8458,10011,7116,6100
610,610,10666,313,98,314,3059
611,4349,611,2358,10905,5617,6348
612,612,8079,2325,597,3618,9403
613,613,3339,2599,9703,7366,1755
614,614,2755,9776,4139,1891,5066
615,615,5188,8361,6978,285,4615
616,616,10165,7906,7718,8862,5204
617,617,8344,3179,7228,6153,9512
618,618,169,5156,8258,3563,3566
619,619,10090,6518,573,9269,6939
620,620,680,7256,7259,1654,4371
621,621,10189,6800,7152,4674,10743
622,622,7146,5593,1928,6914,262
623,623,8782,7975,1065,4075,1222
624,624,960,3356,506,9345,503
625,625,8536,7766,10136,8691,3206
626,626,2751,4597,8781,3149,6303
627,627,188,3752,22,1695,420
628,628,3882,9355,6667,8016,7447
629,629,4910,1908,2978,6969,1955
630,630,4985,10721,5585,9679,4327
631,631,7876,1426,8911,8132,10279
632,632,646,4719,2214,186,2374
633,633,34,8866,159,5704,1092
634,634,9334,6742,6148,901,4447
635,635,6998,10950,7701,10425,9061
636,636,9783,2200,5493,3488,3487
637,637,9778,10777,769,62,1887
638,638,8209,4479,4897,2168,3817
639,639,4287,1070,9835,2344,459
640,640,4159,2240,8476,5906,2447
641,641,2526,2808,6746,1868,9033
642,642,7544,11059,6699,10330,1677
643,643,4036,5705,1756,10162,8184
644,644,2202,4093,482,2410,3202
645,645,8926,5664,9519,3881,3445
646,646,4719,632,2214,9398,2374
647,647,6273,1167,7598,3067,2180
648,648,2106,9093,1166,7848,4338
649,649,1260,1754,4470,1768,10869
650,650,5058,6469,7267,2104,8624
651,651,4981,7097,5312,6223,9156
652,652,2973,8500,7532,10522,8367
653,653,2737,5142,1343,8698,10026
654,654,1109,10882,8683,1636,9391
655,655,6429,4686,4561,5078,5573
656,656,2909,1785,4057,2286,9004
657,657,8593,3497,8192,7267,4393
658,658,571,3582,403,1499,1742
659,659,4560,1564,6580,9681,2288
660,660,5590,8571,247,9005,1675
661,661,7859,7947,4070,2048,6015
662,662,5723,2064,1396,10473,8565
663,663,10352,4062,5937,8659,10238
664,664,5011,7480,4117,7578,2898
665,665,183,2074,6158,3593,2163
666,666,906,8146,10263,9597,207
667,667,669,8239,3825,10790,8880
668,668,1940,5094,7619,4282,5765
669,669,667,3825,8239,10790,8880
670,670,2422,1639,3522,5828,7546
671,671,2865,3490,9216,1435,3124
672,672,7040,9421,7759,9359,6660
673,673,7204,3619,2672,10022,4014
674,674,1224,10090,957,8812,11091
675,675,6922,8652,4278,8792,7723
676,676,6323,2061,7007,9502,6171
677,677,142,7126,6825,4799,9740
678,678,4002,122,8505,6840,175
679,679,609,8458,10011,7116,6100
680,680,620,7256,7259,1654,4371
681,681,1936,1008,1782,2161,354
682,682,2962,1585,7679,1610,2591
683,683,333,4671,3629,2662,3062
684,684,3313,4845,9043,3512,10432
685,685,2414,3352,6637,4858,5191
686,686,5296,9228,905,2039,91
687,687,8254,10461,9499,7580,3169
688,688,3207,10896,9623,103,5902
689,689,552,9943,9119,9209,3797
690,690,8469,6874,9845,1909,8125
691,691,2395,1724,5792,4838,5180
692,692,6841,1119,594,1311,10049
693,693,6009,5437,8488,8667,5041
694,694,8225,4108,246,9045,6655
695,695,937,5826,4021,7166,6139
696,696,278,7283,2647,4998,5944
697,697,3333,2569,8999,2428,10120
698,698,7992,7854,5789,8380,8776
699,699,1770,3494,3324,1929,4752
700,700,4336,6041,10731,6412,1029
701,701,5935,2657,8590,1727,6177
702,702,7872,3823,8908,1388,7633
703,703,2282,8491,4951,6208,5502
704,704,6936,5242,4575,9707,3594
705,705,4035,2693,9735,7299,6747
706,706,7203,5016,8074,7338,8302
707,707,4222,2000,8138,6492,3423
708,708,9455,3398,8408,7296,9457
709,709,9746,2933,9898,1206,4849
710,710,8402,2011,7167,4010,2806
711,711,4732,8715,6243,6471,478
712,712,4097,4436,193,757,6174
713,713,4748,5185,8292,9496,4932
714,714,6266,3698,5836,8187,10084
715,715,8059,9470,10695,6579,3203
716,716,7098,339,2240,640,4159
717,717,833,10811,9691,1975,577
718,718,5561,2515,5111,2468,1007
719,719,2485,3464,10037,6578,10207
720,720,1298,10405,10460,2682,2285
721,721,8227,6089,7124,7570,5049
722,722,5722,5533,8925,8039,3391
723,723,1851,8031,4900,1504,1313
724,724,24,2454,2650,7187,3107
725,725,10669,7025,3402,3944,8766
726,726,10783,3845,8175,9379,8255
727,727,5626,184,2889,181,2433
728,728,5552,2350,1797,2326,8140
729,729,3901,9566,3410,476,1747
730,730,10384,4818,8764,9017,2026
731,731,7641,5491,1504,4900,8031
732,732,2157,3898,6743,2600,3972
733,733,5665,1510,6989,561,2884
734,734,4205,10050,4026,7405,5444
735,735,8496,2072,8107,4471,2171
736,736,1428,4521,2067,7725,1191
737,737,3503,7268,1378,10938,2318
738,738,2956,6669,2172,10932,4843
739,739,5783,4596,2516,5624,7540
740,740,9946,1947,5864,7265,10778
741,741,5936,4543,1668,8733,7552
742,742,6710,5317,6571,2190,10892
743,743,6448,10430,934,1081,814
744,1139,744,8671,10429,3908,63
745,745,330,231,5583,10662,9992
746,746,5732,2805,10581,4856,4742
747,747,2050,2441,9961,4635,9656
748,748,7213,806,1802,3828,9797
749,749,9233,3393,6771,4613,3937
750,750,10143,3380,199,10062,7329
751,751,2612,3812,8922,2774,10992
752,752,4577,6369,9930,10027,8582
753,753,6948,878,10101,3032,3015
754,754,4648,9247,8025,8724,830
755,755,11044,477,10936,5134,10319
756,756,9516,5679,11067,10516,2148
757,757,193,770,4097,712,4436
758,758,8297,4317,8272,10249,6191
759,759,253,8089,11011,8957,8958
760,760,1680,7693,4317,6034,8297
